Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
91346,1058013855,5,1.0,0.75,4,1,3,2021-03-10,I’ve been using this for a couple years now and love it. Makes my skin feel great afterwards and I have seen improvements in its appearance. It’s definitely pricey but a bottle lasts a few months!,must have,light,green,dry,blonde,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
4795,5750812301,3,1.0,0.6666669845581055,3,1,2,2020-08-20,I like this mask for night time however if you apply too much and it spreads to the skin around your lips it can break you out so be careful. A little goes a long way and you get a lot of product for the amount you pay - will causally be purchasing here and there but not consistently,YES/NO,light,green,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
16796,1406591532,2,0.0,0.875,8,1,7,2020-08-19,"After 2 days of use this cleanser dried out my skin, and gave me a major breakout. I’ve used a non-waterproof mascara that normally comes off very easily, yet this cleanser did not manage to remove the mascara.","Drying, did not remove much makeup.",lightMedium,brown,combination,brown,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
10149,22666053619,4,1.0,,0,0,0,2019-05-23,"I recieved this product complimentary from influenster to try out, and I love it!!! It makes my lips SO soft and plump and it smells absolutely amazing. It’s grapefruit flavour too, and it doesn’t taste chemically, and it lasts all night. When I woke up, my lips were sooooo soft. I definitely recommend this product, it works wonders!",,light,green,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
32450,1872083920,5,,1.0,1,0,1,2009-12-09,"I love this oil! I have been suffering from a combination of super-dry/sensitive skin and adult acne. It helps both. And it’s great for my daughter’s excema, too!",,fair,,combination,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
89588,8590577867,3,0.0,0.75,4,1,3,2019-09-13,"Got this for my boyfriend who has oily skin, acne prone, and big pores. He hardly knows anything of skin care, but he told me he saw no significant improvement after using it for a while. I know it shouldn’t work miracles, but if we wake up at 8 am to go to school, by 11 am his skin is super oily and the serum hasn’t helped minimize. Might work for others but didn’t work for my boyfriend.",Depends if your skin likes it ..,medium,brown,combination,black,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
62880,9907742799,1,0.0,,0,0,0,2020-10-10,Literally made me go temporarily blind. A thick film covered my eyes for 5-7 minutes. Would not recommend :(,blind,fair,hazel,oily,blonde,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
89789,9560337704,1,0.0,0.8214290142059326,28,5,23,2019-07-19,This stuff broke me out so badly after about a week of use. It’s been over a month and my face is still recovering from it. I now have so much discoloration on my chin from the acne that it caused. It DOES help with oiliness though so I’m bummed my skin reacted so poorly.,Hard pass,light,hazel,combination,blonde,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
19340,1531370937,5,1.0,1.0,5,0,5,2018-01-01,"I got this from the rewards bazaar and recently bought it in full size. My skin is oily, acne prone, and rough. This cleanser feels so gentle compared to harsh acne washes, but it has made my skin so smooth and clear! It doesn’t dry out my face and has made my skin feel much more balanced. It is a nice gel consistency and is easy to wash off. It’s an absolute joy to wash my face every night with this stuff. My only complaint is that the cucumber scent is strong and a little jarring upon first use, but it’s a lovely natural smell (not chemical smelling) that I’ve gotten used to.",,fairLight,,oily,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
77548,1180470114,2,0.0,,0,0,0,2020-01-04,"I’m sure this cleanser is good for some, but it was not good for me. I have dry skin and this cleanser made my skin like the desert. I usually use the Neogen Green Tea foaming cleanser, so I gave this a try and will not be purchasing again. Not good for my skin type. Doesn’t melt away makeup.",Not great for my dry skin,light,hazel,dry,brown,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
22935,1347840445,5,,1.0,2,0,2,2013-02-17,Exactly as stated leaves my face feeling fresb and clean without that dry tigbt feel. Been using this prroduct for years.,Nice,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
92527,1696370280,4,1.0,0.5,4,2,2,2021-01-14,I use this on top of the Sunday Riley luna night oil and get amazing results!! My skin is clear and feels so smooth,,light,brown,combination,black,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
54448,2102812918,2,,0.4000000059604645,15,9,6,2016-01-02,"While it felt amazing on my hands in store and it helped my makeup stay completely matte all day, it broke me out. I have combination skin with a very oily T-zone and I found myself with dry patches in unusual places on my face. I had to return it.",,,,combination,,P394639,The True Cream Aqua Bomb,belif,38.0
16697,1414569992,3,1.0,0.6000000238418579,5,2,3,2020-11-16,"I used this face cleanser for a while at the recommendation of a friend. I did not find it to be super amazing outside of removing make-up. I prefer a cleanser that really cleans my face, and I always felt like there was something leftover when washing it off. It is absolutely a gentle cleanser, and if it wasn’t for my personal preference, this cleanser would be great for people who are looking for a gently and hydrating option.",,lightMedium,brown,combination,black,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
27466,1165326891,2,,1.0,4,0,4,2014-05-29,"I have very clear skin, rarely get pimples. Once I started using this argan oil, I broke out all over my face. I am getting pimples in areas I never got them before, around my nose and forehead. I wanted to use it for the anti aging benefits, however, I will be using it as a cuticle moisturizer.",Made me break out,,,,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
36540,2520669386,1,,0.25,4,3,1,2015-03-13,Bought this for extremely dry skin only on the nose area and this did not do the trick. Overall as a body lotion it was fine.. but not what I had hoped for.,,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
74906,5072824374,5,1.0,,0,0,0,2021-07-29,"Love this gentle cleanser! It foams really well and rinses off easily, so I feel like I’m clean without wasting a ton of water rinsing. The smell is nice and light but not perfumey, and the ingredients are top notch!",Best gentle cleanser- what more can you want,light,brown,combination,blonde,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
94203,5203802500,5,1.0,,0,0,0,2018-04-06,"This is so worth the money. It tightens my pores, plumps my skin, helps get rid of acne scars. Love love love.",Worth it!,fair,blue,combination,brown,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
86756,5714963741,3,0.0,1.0,2,0,2,2021-03-15,Makes me break out in tiny red bumps sometimes. Not always but sometimes.,,light,blue,combination,blonde,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
38464,1384463009,3,,,0,0,0,2012-08-06,"This cream is very nice, but not exceptional. I love that it is free of parabens and chemicals, and it did make my skin feel comfortable and hydrated.I don’t think I’ll repurchase though, because it didn’t hydrate “intensely“ well... it was a nice product, but I can’t see this cutting it when my skin gets really dry (especially in the winter). A little pricey too, considering the performance was just ok.",just OK,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
70058,2701233995,3,1.0,,0,0,0,2019-11-25,"Been using this for several weeks now but my skin hasn’t shown any real noticeable difference. In comparison to my other drugstore moisturizers, it does not differ so much that I would repurchase. That being said, I would recommend trying this moisturizer. It can be different for everyone!",,mediumTan,brown,combination,brown,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
19566,2848742055,5,1.0,1.0,2,0,2,2017-09-13,"I sat on a sample-sized tube of this for the longest time and finally started using it a few weeks ago after a vacation that left my face dry and crying out for help.This was exactly what I needed and it has replaced my previous method of using my homemade soaps. This is so gentle, smells weird but good, and is an effective cleanser.I remove my makeup with Josie Maran Argan Oil Cleanser then use the Fresh Soy Cleanser. It makes me face so soft.",Super Gentle and Cleanses Thoroughly,rich,brown,combination,black,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
40165,1209980216,5,,1.0,1,0,1,2009-11-29,"I have dry, sensitive skin and this cream hydrates and moisturizes as well as anything I’ve ever used, without clogging my pores. Great size for the money, so in addition to my face I use it on my elbows and other dry areas. It absorbs quickly and really lasts. My over all skin texture seems to have improved as well. I’m so glad Sephora started carrying this line.","GREAT FOR DRY, SENSITIVE SKIN",fair,,dry,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
89264,22775863782,3,1.0,0.9444440007209778,18,1,17,2020-01-10,"I found it did help reduce the size of my boyfriend’s pores slightly. But it irritated my skin, leaving it red and itchy. He has oily skin while I’m more combo",Works for some skin types,lightMedium,brown,combination,brown,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
80915,22637636625,3,0.0,0.5,2,1,1,2021-07-09,It is a really light weight cleanser and therefore doesn’t do its job. I had breakouts which I generally don’t because it wouldn’t clean my clogged pores. I wouldn’t recommend it if you use sunscreen on a daily basis.,,lightMedium,brown,normal,black,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
81510,8429320973,2,0.0,0.6666669845581055,6,2,4,2021-02-10,"I feel like I purchased this cleanser before the explosion of hype online. I felt like it was lightly scented, made my combo skin feel pretty dry. Overall a mediocre experience. The worst part of it though is the pump. It leaked constantly, even when not in use. This is a pretty pricey product to end up pooling on a shelf. I contacted YTTP and they said to remove the pump and put it back in. To be honest, I’d love for them to replace the wasted product caused by faulty packaging just because of the price. Looks like a few other people have had the same issue. I’d skip.",Not thrilled,lightMedium,blue,combination,blonde,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
80139,11469388270,1,0.0,0.2000000029802322,10,8,2,2022-01-11,This product is terrible. It doesn’t lather up at all. It feels like you’re not really washing your face. I don’t understand the hype.,Doesn't lather up,light,brown,oily,black,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
96821,10364116125,2,0.0,1.0,1,0,1,2022-04-21,Wanted to love this after seeing it on Tiktok but it never blended into the color of my skin and made me look really pale. It was super oily and would separate on my skin and not look good. Also didn’t like the smell very much. I ended up returning it.,,medium,brown,oily,brown,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
38468,2855936127,3,,,0,0,0,2012-07-30,"I bought this product by mistake, but decided to try it anyway. I have acne prone skin and it doesn’t make it any worse, but it doesn’t seem to help it either. It does moisturize very well, without feeling greasy.",It's ok,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
51020,1601604415,2,0.0,0.5714290142059326,7,3,4,2020-04-22,"I don’t understand why this has such good reviews. First of all, I found the scent to be (while pleasant) to be incredibly strong. Way too strong to be wanting to put on my face all the time. I also found that it easily pills after application, if you touch your face or try and put anything on top of it even after waiting 30 min for it to absorb. It definitely moisturized my face, but not any more than a drug store hyaluronic moisturizer does",Strong fragrance and pilled,lightMedium,hazel,combination,brown,P394639,The True Cream Aqua Bomb,belif,38.0
68097,23676704710,4,1.0,,0,0,0,2021-03-25,"This creme does as it says! its very moisturizing and smooth on the skin with a lightweight gel-like texture. It goes well with the serum, leaving a beautiful radiance on the skin. Im definitely keeping this in my routine!",,medium,brown,dry,black,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
82309,914310040,3,0.0,0.857142984867096,7,1,6,2020-07-10,"it broke me out and I didnt feel like it cleansed well enough. there would still be dirt or residue on a cotton pad after toning and using the cleanser with the clarisonic. really bummed it didnt work out for me, went back to ole henricksen.",didnt work for me,mediumTan,brown,combination,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
60518,2386793517,1,0.0,0.800000011920929,35,7,28,2018-03-07,I only get like 3 little pimples a year but I got a Face Full of break outs after washing my face,HORRIBLE Acne,light,blue,dry,blonde,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
44604,11505588858,5,1.0,,0,0,0,2019-06-15,I love how simple it is to use and how soft and clean it left my skin feeling. It doesn’t have harsh smells which is great. I will definitely be buying the product.,Loved it,light,green,dry,red,P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0
57754,1425631700,5,1.0,,0,0,0,2020-02-04,"I hate wearing make up for the fact that it takes FOREVER to wash off, especially my eye makeup.  This balm is a blessing.  My makeup comes off with ease, especially the mascara and eyeliner.  I highly recommend!!",Highly recommend,lightMedium,green,normal,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
89369,10380550011,2,0.0,0.857142984867096,7,1,6,2019-12-04,I hated this formulation :( It leaves a sticky film on top of your skin and feels like a film over your face. Not comfortable at all. Also didn’t notice any results after using this for weeks.,Sticky film,lightMedium,brown,combination,brown,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
57661,6726407304,5,1.0,1.0,6,0,6,2020-02-24,"As a tv news reporter, I wear full coverage foundation and the works. This is by far my favorite makeup remover/cleanser. I somehow have micellar water, Clinique eye makeup remover, REN cleansing balm and Boscia oil in my cabinet right now and this one makes me feel the most makeup free and clean after I use it.",melts away full coverage,fairLight,blue,combination,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
97582,7530772438,3,0.0,0.699999988079071,10,3,7,2021-03-26,I thought this product was okay! It didn’t do much for me as far as color correcting I have a tan olive complexion and I felt this product washed me out. I think this would work better for people with a fair complexion.,wanted to love.,mediumTan,brown,dry,black,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
51671,6474510351,4,1.0,,0,0,0,2019-04-30,Love the Aqua Bomb for my nighttime moisturizer!! It soaks into your skin and since I’ve started using it a few months ago my skin now looks and feels healthier. I do think it’s too much for my day time moisturizer so I continue to use Clinique during the day but I love this product and will continue to use it every night.,,fair,blue,normal,red,P394639,The True Cream Aqua Bomb,belif,38.0
1825,7053271198,3,0.0,0.4000000059604645,5,3,2,2022-01-05,"Not worth the money.Smells nice, moisturizes, but doesn’t last. My $1.29 cocoa butter lip balm feels better.",eh,fair,green,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
9355,21807889100,3,0.0,1.0,1,0,1,2019-07-03,"THE PROS: Juicer, plumper lips by morning. Lasts forever... I have been using for 6 months and I estimate I have 1-2 years of product remaining.THE CONS: Very sticky and requires a very thick layer for best results. The pink colour stains my white bamboo pillow case and it will probably never come out. My husband hates it for the above reasons! I bought this for 20$ and the price is already up to 26$... it’s a good product but by the time this one is done and I’m looking for another one who knows what the price will be!! I dislike when companies take a good quality, affordable product and jack up the price like this. I will be trying something else in the future.",Pros and Cons!!,fair,hazel,normal,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
6723,5624091677,3,0.0,,0,0,0,2020-04-15,"I’m going to be honest, this product was just alright for me. I’ve used it every night for a month straight, and there’s really no difference in how hydrated my lips are. Yes it feels good when you put it on at night, and is a little extra in your self care routine...but that’s about it.",Meh,lightMedium,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
33839,2168863388,3,0.0,,0,0,0,2019-05-09,"I bought this during a sale of the economy sz lotion. It was like 12oz for like $20 or something ridic cheap like that. I used this up.. first on my face, then used over half of it as a body lotion. I used it for way too long. I’ve noticed more hydrating/ glowing results with origins/fresh beauty. I wish I would’ve just splurged on something I really wanted vs this bland stuff. if u want something cheap go for it though...",DOES THE JOB. U CAN DO BETTER.,mediumTan,brown,combination,brown,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
95530,5384443463,3,,0.0,1,1,0,2016-05-04,I love the way this makes my skin feel but i do not like the scent of it AT ALL.  so i guess it just depends on whether you like the scent of it or not on whether you should use/buy it because it does WONDERS on the skin.,mixed feelilngs,,,combination,,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
70806,11518984500,2,0.0,,0,0,0,2019-07-18,"I’m a huge DE fan, many of their serums are my holy grail staples. I tried this when I got it as a birthday sample, and it made me breakout in cystic acne. As soon as I stopped using it the acne died down. Really unfortunate though, because I did like how it felt on my face, really felt like it vacuumed the moisture in (which probably caused the acne). I won’t be buying it, but still a big DE fan :)",cystic acne nightmare,lightMedium,brown,oily,brown,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
19658,5728100875,3,,0.0,1,1,0,2017-08-17,"Average cleanser, doesn’t really do much, it does make you look dewy but that’s about it.",Not really worth the hype,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
39832,1445471411,5,,,0,0,0,2010-06-13,This face cream is thick and rich and feels amazing on my skin. I am acne prone with very sensitive skin and my face and neck love this cream. It absorbs quickly and feels calming. Not to mention that the jar is 6oz for less than $25 dollars...Half the price of my other cream with 3 extra ounces.,Amazing Cream for a great price!,lightMedium,,combination,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
16711,2249756960,2,0.0,0.1666669994592666,6,5,1,2020-11-05,This cleanser is gentle and does the job but it has the strangest texture and smell.,"Just Ok, Strange Texture",deep,brown,oily,brown,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
22839,1869925440,5,,,0,0,0,2013-04-19,The face cleanser is gentle and gets the job done,Like,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
557,10072396137,3,1.0,0.2142859995365142,14,11,3,2022-11-23,"Smells yummy. However, sometimes I wake up in the middle of the night needing to apply Vaseline or cerave healing ointment",Not better than Vaseline,,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
66787,9542342564,1,0.0,0.4615379869937897,13,7,6,2018-02-04,"Gave it two tries, this product does NOT remove eye make up (non-waterproof regular mascara, eyeliner) and leaves an oily film over your eyes. I used it in the shower kept my eyes closed while I massaged the product onto my face and rinsed, but was surprised when I saw my face and there was still a ton of eye make up left and I had an oily film over my eyes. There are other reviews that mention that this won’t remove your eye make up and this is a make up remover?! I wanted this to work but it doesn’t remove makeup. What’s it’s function?",Allure doesn't always get it right,medium,brown,combination,black,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
80482,6006043200,2,0.0,1.0,2,0,2,2021-08-25,"The good news: this smells nice and clean, and it does not overdry the skin.The not good news: this caused me to break out. This was the only product I changed in my skincare routine, and I gave this a try for about two weeks. I can’t give it any more time unfortunately because I don’t want to continue to get new pimples. I actually got acne on my cheeks and that never happens. I also noticed when I wash my face with this at night, when I wake up my face feels like an oil slick. If you have combination oily skin I’d skip it or try a small size first!",Smells great but causes breakouts,light,brown,combination,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
21488,5398757994,2,,,0,0,0,2015-08-26,This cleanser smelled great and was very gentle on my skin but did nothing to remove oils and make up at the end of the day. I would recommend using this in the morning and a different/stronger cleanser to remove dirt and make up at night.,Didn't Love It,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
53461,10080884240,1,,1.0,2,0,2,2017-06-01,"I wanted to love this, but it caused me to break out. It smelled amazing, and it felt great when I put it on, but after a week or two, I noticed that my skin had gotten bumpy and broken-out. I’m disappointed because this was so expensive.",Caused breakouts :(,,,combination,,P394639,The True Cream Aqua Bomb,belif,38.0
90960,1309946987,4,1.0,,0,0,0,2023-01-15,"I really like this lactic acid treatment from Sunday Riley. As a brand, they usually have hit or miss products but the hits are solid and reliable. I appreciate whenever my skincare routine is streamlined and this is a win for me because it exfoliates, treats, hydrates, etc. Gifted by Sunday Riley",Streamlines my skincare routine,,,,,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
84251,6265208426,3,1.0,,0,0,0,2019-02-18,"I wanted to give this a 5 star but it honestly didn’t do much for my skin. It is a good cleanser. Very thick so you don’t need a lot. Works very well with my Clarisonic. But I didn’t notice any improvements in my skin. If you are looking for a “clean” cleanser that just cleans, I would recommend it but it’s not going to change anything. The smell is really nice, and the packaging is awesome.",it’s alright,light,blue,normal,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
40140,1160723455,4,,,0,0,0,2009-12-29,"I live in a low humid area and my skin is always dry.I got this cream as a sample and I am ordering one!!Even though it is not greasy and absorb into the skin quickly, I found it keeping my skin moisturized all day.Great value for the size of the cream!",Fantastic!,light,,dry,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
16176,34841624511,3,0.0,0.75,8,2,6,2023-01-16,"the scent of this is so off putting I couldn’t rate it higher. pity, because it works.",smells,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
3601,8930244160,2,0.0,,0,0,0,2021-02-06,"Genuinely meh. Like not bad. It’s aquaphor, with a yummy scent. That’s it.",,light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
83093,2119953332,3,0.0,1.0,2,0,2,2020-03-17,I love this product. Cleans the skin and makes it feel amazing. I hate how it’s packaged. The pump leaks so all your product will drip out. I thought it was a problem with the first one but now it’s my second bottle and it still leaks.,product leaks from the pump!,light,green,combination,blonde,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
82732,6352315949,1,0.0,0.8620690107345581,29,4,25,2020-05-02,"I feel like everyone loves this product and raves about it, but when I used it I had such bad breakouts the next day. Lots of little acne spots just all over my face. I used to have acne in high school and now I’ve had clear skin for about 2 years but for some reason my skin just did not like this.",,medium,brown,oily,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
23231,5093225745,2,,,0,0,0,2012-07-08,"I didn’t like this cleanser, it smells weird..and overall just isn’t that great. After I washed it off my skin just felt weird..maybe like there was a bit of a residue. I do however think some people might like this because it is a moisturizing cleanser and doesn’t leave your skin stripped or tight afterwords, but isn’t a cream cleanser. It is in between a gel and cream cleanser and foams nicely. I wouldn’t purchase this product again.",,,,combination,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
21913,1338496686,3,,,0,0,0,2014-12-29,"I did not like the smell and had to return the item for this reason. Other than that, I felt the cleanser was a good product. The gel lathered well and I felt rejuvenated afterwards.",Not for me,,,combination,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
84733,1650940449,5,1.0,,0,0,0,2017-12-07,"Absolutely delightful! Love the scent. Balances skin, reduces redness, and makes my skin feel so healthy. Really love using this, would highly recommend!",,light,green,oily,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
4027,6819337845,3,0.0,1.0,2,0,2,2020-12-20,"From all the positive, glowing reviews, I really expected more and was disappointed! A thick coating of my cheap chapstick overnight does the same as the sleep mask and for a lot cheaper.I really wanted to love this product, but the price is not worth the average lip mask results, unfortunately.",Way over hyped,fairLight,green,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
23494,1246742904,3,,0.5,2,1,1,2011-12-21,"This face wash smells clean, seems to clean ok, is not drying. I use in the AM, in the shower. I don’t try to take off makeup with this, so I can’t say if it does a good job removing makeup.Like it, don’t love it, may or may not buy again.",Mild Enough,light,,combination,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
61038,1010517722,5,,0.9714289903640748,35,1,34,2017-03-13,This. Is. Amazing. I’ve been searching for something to replace my beloved (and now unavailable) Nude Skincare Omega Cleansing Jelly and I daresay this is better. It takes off make up like a dream and doesn’t sting my eyes or make them cloudy. It rinses clean and smells like lime sherbet!,,,,,,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
26145,5633746054,5,,1.0,2,0,2,2016-12-26,"I have combination dry skin with some oily spots in my T-bone area which cases breakouts. I bought the pure Josie Maran Argan oil for both my hair, face and nails. Use it twice a day after cleansing for mature skin or dry hair and you too will see great results withing two weeks!  Great for a face moisturizer too!  Does not feel oily as the old saying is don’t mix oils with oil, sometimes it works the best!",Great for face and hair,,,,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
18378,7694955193,3,0.0,,0,0,0,2019-01-30,"I use this in the shower a few times a week. I’d say it does cleanse well but sometimes my skin is left feeling dry. Also, it smells very strongly of cucumber.","If you like smelling cucumbers, this is for you!",fair,blue,dry,blonde,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
30143,2342873232,2,,0.0,1,1,0,2011-12-05,"i got the sample size so I only got 3 uses out of it. I think if i used it for longer then i would have seen some difference, but i saw not much improvement.",not much,light,,combination,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
28730,2097761346,2,,1.0,3,0,3,2013-03-12,"I don’t how concentrated the morocco oil is in this bottle but I woke up with super dried cheeks. I am someone who almost always wakes up with silky soft skin if I wear any night moisturizer/serum before bed but not with this oil. It is not as hydrated as I expected, maybe it may work for you if you have oily skin. Or, if you just want to blend in it with a foundation for that glowly look you can consider this. If you’re looking for an oil to treat/correct dry skin, this oil is not hydrated enough. Hope that helps.",It was ehhhh,,,,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
49495,23582510455,2,0.0,0.2000000029802322,5,4,1,2021-01-03,This moisturizer was not good enough for me because it made my skin sting for some reason. It wasn’t good enough for me and I have more combo/oily skin. Plus this just made my face look shiny (not in a good way).,Not Good Enough,lightMedium,brown,combination,brown,P394639,The True Cream Aqua Bomb,belif,38.0
58164,5121454749,3,0.0,,0,0,0,2019-10-05,"I want to love this with my whole heart and soul- I really do. HOWEVER. When I use it on my mascara/eye makeup it gets in my eyes, makes them blurry for about a solid 5 minutes and then my eyes tear up for another hour. Not my favorite thing ever. Which really bums me out. I love the smell, I love how it cleans the makeup off my face. I always use a Marleys Monsters cotton round to remove (with some toner on it). But the eye thing, man, I can’t keep doing those to myself. 10/10 won’t buy again for this very reason and I’m HEARTBROKEN.","it’s not you, it’s me. Specifically my eyes.",fairLight,blue,normal,blonde,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
70705,1169190866,1,0.0,0.5,2,1,1,2019-08-01,Not worth the hype..Dried my already dry skin out more.IMO this entire line is overrated.,Not Worth The Hype.,fair,green,combination,brown,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
74706,30216803960,2,1.0,,0,0,0,2021-08-10,I can see how this would be good for oily skin hot it’s really too soap-like for my normal skin. It’s not stripping but on the edge. I also would prefer the natural scent to the fragrance they added; it’s sort of perfume-y. I will still finish it but it’s. It my favorite.,Good for oily skin but not right for me,fair,blue,normal,blonde,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
33450,26045658409,5,1.0,0.7777780294418335,9,2,7,2020-05-21,"I have really dry, red, and sensitive skin and I wanted a moisturizer  that was really rich but not so that it would clog my pores and I found one! It is amazing and a little goes a long way! I also love that it has clean ingredients.",Perfect moisturizer for dry skin!,fair,green,dry,brown,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
75109,5574911944,2,1.0,1.0,2,0,2,2021-06-14,Good product but pump didn’t work so it became annoying to use.,,light,green,combination,brown,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
2173,5158046796,3,0.0,0.4285709857940674,7,4,3,2021-10-29,"I got a small size of this as part of the birthday gift, and I was so excited since my fav lip scrub just ran out. However after using it multiple times I would personally not spend my money on it.  It is a bit sticky and the next morning my lips don’t feel super-soft and smooth, just a little moisturized. Smells great though.","Not bad, but not worth it",light,blue,dry,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
70022,1735790086,3,1.0,0.0,1,1,0,2019-12-02,Decent moisturizer and appreciate the idea of the push dispenser to keep the unused part from “contamination“ but the last portions of moisturizer are impossible to extract.,Just put it in a bottle!,fair,blue,combination,brown,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
68103,6208835972,5,1.0,,0,0,0,2021-03-24,"What a hydrating product! I’ve always liked Drunk Elephant products but this one is a must have! I received this item to review for free through Influenster. It left my skin feeling so soft, it didn’t burn my skin or leaving any residue after using. It left my skin feeling hydrated without any over bearing smell, I really enjoyed adding this product to my daily routine!",Hesitant? Don’t be! It’s amazing!,fair,green,combination,blonde,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
